UMAP_1,UMAP_2,Label,Description,Cluster_main,Num_Clusters,Cluster_Assignments,Cluster_Color,Main_Cluster_Prob,Size_Prob,UserID,Abs,Temp
11.177967,3.5084186,Capacidade de realizar investimentos planejados,"Você consegue fazer investimento, programar investimento (por ter previsibilidade)",C0 - Previsibilidade e Continuidade do Negócio,1,C0(100.0%),0,1.0,1.0,1606ce8c-55ff-48fe-a4e3-bddc770511df,4,-1
10.8708315,3.1325521,Previsibilidade e Continuidade da Obra,"Esse é o principal fator, é a previsibilidade e a continuidade da obra",C0 - Previsibilidade e Continuidade do Negócio,1,C0(100.0%),0,1.0,1.0,1606ce8c-55ff-48fe-a4e3-bddc770511df,4,0
7.4397454,6.523683,Continuidade de produtividade da equipe,A gente sempre agregando para ele sempre ter uma continuidade de produtividade de equipes,C7 - Capacitação e Disseminação do Modelo,1,C7(24.2%),7,0.24227354707784296,0.24227354707784296,1606ce8c-55ff-48fe-a4e3-bddc770511df,4,0
11.724808,7.163675,Periodicidade de Atualização de Planilha,O que tá se conversando é ter uma periodicidade nessa atualização (da planilha),C8 - Evolução e Controle de Versões,1,C8(100.0%),8,1.0,1.0,1606ce8c-55ff-48fe-a4e3-bddc770511df,3,0
7.1236773,5.160004,Resistência do Mercado Local,O mercado aqui é muito fechado (referindo-se à resistência das empresas locais),C5 - Resistência do Mercado Local,1,C5(100.0%),5,1.0,1.0,1606ce8c-55ff-48fe-a4e3-bddc770511df,4,2
7.4458914,4.8615384,Negociação de Preços em Adesão,"Você tem que negociar o preço. Você não tem garantia de que vai pegar, como aqui é adesão, o preço é definido (comparando com licitação tradicional)",C5 - Resistência do Mercado Local,1,C5(38.1%),5,0.3811771607647749,0.3811771607647749,1606ce8c-55ff-48fe-a4e3-bddc770511df,3,1
7.1736965,5.26702,Insegurança e baixa participação empresas tomada preço remuneração,"existe ainda muita insegurança e a gente tem tido poucas empresas que estão se mostrando interessadas em participar das tomadas de preço em função de ficar esperando para ver o que que acontece, como é que remunera, se é isso mesmo",C5 - Resistência do Mercado Local,1,C5(100.0%),5,1.0,1.0,eb431343-17b5-4513-b0e9-1abda27533e9,2,2
11.850804,6.8708105,Complexidade de gestão por planilha e necessidade de sistema,"como ela é uma planilha e ela não é um sistema, ela isso torna mais complexo. Acredito que isso faz parte desse amadurecimento até se tornar um sistema. Ela tá muito aberta ainda",C8 - Evolução e Controle de Versões,2,C8(43.9%); C3(16.9%),8,0.4393887060239239,0.4393887060239239,eb431343-17b5-4513-b0e9-1abda27533e9,2,2
11.618065,6.5363784,vulnerabilidade sistema planilha cópia alteração medição contratada,"justamente essa vulnerabilidade, por não ser ainda um sistema, se tiver que enviar a planilha com a medição para contratada, ele fica com a cópia dele aqui garantida para comparar depois, porque tem n campos lá que podem ser alterados",C3 - Fluxo Operacional de Medições,1,C3(100.0%),3,1.0,1.0,eb431343-17b5-4513-b0e9-1abda27533e9,3,2
8.101963,5.496559,Desafio de infraestrutura obras redes coletoras cidade crescimento,"São muitas obras que a gente precisa fazer. Aqui em Rio Grande, por exemplo, hoje nós temos uma empresa contratada e apareceu outra empresa já com duas TPs aqui, participou de duas TPs aqui. Então, para uma cidade do porte que nós temos aqui de 200.000 habitantes, que ainda precisa fazer 50% das redes coletoras, o nosso desafio é gigantesco até 2033",C5 - Resistência do Mercado Local,1,C5(15.8%),5,0.0,0.158,eb431343-17b5-4513-b0e9-1abda27533e9,3,3
9.474548,5.9045877,Preenchimento incorreto de formulários gera retrabalho coordenação obras,"Se o outro lado lá tiver preenchendo de forma equivocada ou sem muito critério diário, só por preencher, chega lá no final o Jader na figura aqui que ele no papel que ele desempenha aqui na coordenação de obras junto comigo, ele passa muito mais trabalho",C12 - Desafios da Fiscalização e Controle,1,C12(100.0%),12,1.0,1.0,eb431343-17b5-4513-b0e9-1abda27533e9,2,2
7.296727,5.2964168,Dificuldade em conseguir fornecedores de serviços,a dificuldade por conseguir empresas que queiram prestar esse serviço hoje é o que mais tem nos assustado aqui,C5 - Resistência do Mercado Local,1,C5(100.0%),5,1.0,1.0,eb431343-17b5-4513-b0e9-1abda27533e9,3,4
10.810328,7.57423,Credibilidade na remuneração correta versao sistema,"o que passou muita credibilidade é que lá já era a versão 14, já estamos na 16, mas o que passou muita credibilidade é que tinham alguns itens que estavam remunerando a mais, outros a menos, mas de forma geral, se for comparar o que se pagava na 14, hoje na 16, vários itens, a companhia entendeu que estava remunerando a menos e passou a remunerar",C8 - Evolução e Controle de Versões,1,C8(100.0%),8,1.0,1.0,eb431343-17b5-4513-b0e9-1abda27533e9,2,-2
10.973743,5.4238863,Agilidade na medição diária através do BI e extração de dados confiáveis,"é gritante a agilidade que se obtém, porque os preenchimentos e os acompanhamentos no BI aqui, eles passam ser diários. Então, se lá do outro lado a contratada tem uma pessoa criteriosa e responsável em lançar diariamente os dados com fidelidade, é questão de 15 minutos no final do mês e se extrai uma medição confiável",C2 - Transição do Sistema Manual para Digital,1,C2(32.0%),2,0.319723588846566,0.319723588846566,eb431343-17b5-4513-b0e9-1abda27533e9,2,-3
11.99807,4.123059,Modelo QTK padronizado medidas fixas metro linear assentamento,"nesta nova contratação em o modelo QTK é fixo, é inegociável a largura. A gente nem tem na planilha o item eh, por exemplo, não tem pavimentação em metro quadrado, ela é em metro linear, o assentamento de rede é linear",C1 - Desafios Operacionais do QTK,2,C1(23.0%); C0(15.5%),1,0.23043357847286725,0.23043357847286725,eb431343-17b5-4513-b0e9-1abda27533e9,2,1
10.901081,7.526663,Alterações na Remuneração por Largura de Vala,"grandes alterações que foi ofertada entre a versão 15 e agora já disponível na versão 16 é a maturidade da largura de vala. Então, nos primeiros meses, ele vai ter condições para as primeiras medições de poder ser remunerado por uma vala um pouquinho mais larga e ao longo do contrato isso vai reduzindo",C8 - Evolução e Controle de Versões,1,C8(100.0%),8,1.0,1.0,eb431343-17b5-4513-b0e9-1abda27533e9,2,0
10.002435,3.413768,Desenvolvimento de kits consignados para prestadores,"a companhia tá desenvolvendo kits que ela oferta de forma consignada ao prestador. Ele pode usar o kit durante o contrato e se ele quiser adquirir o kit ao final do contrato ou durante o contrato, ele remunera pelo kit",C11 - Gestão de DMTs e Reequilíbrios,2,C11(26.3%); C0(17.5%),11,0.0,0.263,eb431343-17b5-4513-b0e9-1abda27533e9,3,-2
10.381166,7.391776,Credibilidade contratos melhoria contínua gestão obras,"isso passa bastante credibilidade no sentido de que os contratos aumentaram de valor, a Aegea começou a mostrar tanto para quem estava gerindo o contrato quanto para quem estava contratado e executando obras, que o objetivo era uma melhoria contínua do sistema",C8 - Evolução e Controle de Versões,1,C8(41.1%),8,0.41069662898876175,0.41069662898876175,eb431343-17b5-4513-b0e9-1abda27533e9,3,-2
9.03209,8.3898,Falta entendimento modelo funcionamento importância projeção,"Falta ainda talvez um entendimento de todo mundo que tá usando realmente o modelo de como é que ele funciona. Qual que é a importância dele tá realmente rodando, dele tá rodando da forma correta e a projeção para onde é que ele consegue chegar.",C9 - Compreensão do Propósito do Modelo,1,C9(100.0%),9,1.0,1.0,49be65e2-7f20-423b-8f8e-d76cd00ab448,4,2
8.904293,6.3566594,Defasagem no controle periódico de informações nas regionais,"A parte de controle ela tá um pouco defasada, assim, a gente tá percebendo que as regionais não estão conseguindo manter um controle periódico das informações.",C12 - Desafios da Fiscalização e Controle,2,C12(40.8%); C13(15.2%),12,0.4082826755890508,0.4082826755890508,49be65e2-7f20-423b-8f8e-d76cd00ab448,3,2
9.258434,8.6128435,Uso por obrigação sem compreensão,Eu percebo que talvez a galera tá usando mais porque tem que usar do que tá realmente entendendo qual que é a forma correta.,C9 - Compreensão do Propósito do Modelo,1,C9(100.0%),9,1.0,1.0,49be65e2-7f20-423b-8f8e-d76cd00ab448,4,2
9.840513,8.533138,Falta de clareza em conceitos básicos do trabalho,"Duas semanas atrás a pessoa tem a coragem de perguntar assim: 'Cara, o que que é o material de segunda categoria?' A galera tá trabalhando há um ano com a planilha e nunca tava claro esse conceito.",C9 - Compreensão do Propósito do Modelo,1,C9(25.2%),9,0.0,0.252,49be65e2-7f20-423b-8f8e-d76cd00ab448,1,3
8.001094,7.389868,Dificuldade de Escalar Comunicação de Novos Modelos,"Como é que tu explica um modelo novo para uma empresa nova se as pessoas não estão entendendo ele? Normalmente a gente faz reuniões aqui com as empresas, mas ter uma, duas pessoas para conversar com um monte de empresas não dá conta.",C7 - Capacitação e Disseminação do Modelo,1,C7(100.0%),7,1.0,1.0,49be65e2-7f20-423b-8f8e-d76cd00ab448,3,2
7.8749495,8.5479145,Melhoria processo multiplicadores ponto focal alinhamento,Deu (resultado) sim. Acho que melhorou bastante assim ter as pessoas definidas para atuar como multiplicador ou pelo menos como ponto focal. Acho que isso começou a dar uma alinhada no processo. (celebração),C6 - Multiplicadores como Agentes de Mudança,1,C6(100.0%),6,1.0,1.0,49be65e2-7f20-423b-8f8e-d76cd00ab448,3,-2
7.5381,7.3872375,Redução do ciclo de reuniões com fornecedores,"A gente tem empresas que estão trabalhando pra gente agora que a gente teve quatro, cinco, seis reuniões com ela. É um aprendizado, mas a gente precisa mudar esse aprendizado. Como é que em uma, no máximo duas reuniões com uma empresa, eu apresento esse modelo?",C7 - Capacitação e Disseminação do Modelo,1,C7(100.0%),7,1.0,1.0,49be65e2-7f20-423b-8f8e-d76cd00ab448,2,2
8.4354,8.317102,Modelo traz nova perspectiva abordagem trabalho,"O modelo é bom, ele na verdade ele só traz uma visão diferente de uma coisa que as pessoas já trabalham. (celebração)",C7 - Capacitação e Disseminação do Modelo,3,C7(16.3%); C6(24.4%); C9(20.2%),7,0.16324132974740452,0.16324132974740452,49be65e2-7f20-423b-8f8e-d76cd00ab448,4,-1
9.389403,4.9660807,Imprevisibilidade de dados técnicos em pavimentação e solo,"Tem alguns campos que a gente não tem como saber o quantitativo antes, por exemplo espessura de pavimento. Algumas questões que são meio empíricas também, como porcentagem de reutilização de solo. Então são coisas que a gente vê que não tem como prever.",C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,2
9.437868,4.6494684,Custos Excedentes em Obras,As obras estão tendo um custo mais elevado do que o previsto no projeto.,C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,4,1
9.53253,4.668144,Custo Excedente Obra Previsao Orcamento,"A gente sai daqui com uma obra dizendo que ela vai custar, sei lá, 20 milhões, ela no fim ela custa 25, 26 (por alguns problemas desse tipo de previsibilidade).",C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,3,2
12.125586,4.967961,Atualização do sistema QTK gera retrabalho no setor de projetos,Uma das coisas que incomoda bastante aqui o setor é as atualizações da QTK. Toda vez que tem uma nova atualização a gente tem que atualizar tudo aquilo que ainda não foi contratado para essa nova versão. E isso acaba gerando um baita de um retrabalho dentro do setor de projeto.,C1 - Desafios Operacionais do QTK,1,C1(100.0%),1,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,3
11.779731,5.665839,KTK versão 16 recebida tardiamente cumprimento metas projetistas mobilização entrega,"A última KTK agora, versão 16, a gente recebeu ela no dia 30 do mês. E a gente tem metas para serem cumpridas dentro do próprio mês. A gente mobilizou todas as projetistas, contratou, tinha um valor de orçamento com eles. Aí a gente foi lá, entregou no dia 31 e no dia 30, um dia antes, tinham lançado a nova versão.",C1 - Desafios Operacionais do QTK,2,C1(18.7%); C3(15.1%),1,0.0,0.187,c815be4b-6478-408a-8aed-c1c2cb6c55c3,1,3
8.4374,6.2954164,Apoio das regionais para otimização de documentos e processos,"Se a gente pudesse ter apoio deles (regionais) para conseguir essas DRTs (distâncias), conseguir os reaproveitamentos, conseguir esses impostos antes, a gente consegue mandar redondo para eles. Eles não têm esse trabalho.",C12 - Desafios da Fiscalização e Controle,1,C12(20.7%),12,0.0,0.207,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,1
9.457756,4.567463,Orçamento Excedendo Limites Planejados,"A gente tem que buscar fazer, sei lá, um 4.000, no máximo assim, 5.000 (por economia). E quando é contratado e é executado, normalmente esse custo passa.",C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,3,2
9.617642,4.537449,Atraso em projetos devido a dependência de elevatório,"A gente consegue agilizar os projetos de rede, mas não consegue agilizar os projetos de elevatório. Então eu vejo assim no geral que acabam atrasando por falta de elevatório.",C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,3,2
8.761481,5.7008023,Retrabalho Revisao Valores Regionais,"A gente manda uma coisa pronta daqui, eles (regionais) vão lá e revisam tudo e quando eles revisam troca valor e quando troca valor troca o material de toda a tomada de preço e gera um retrabalho lá para o pessoal da ponta.",C12 - Desafios da Fiscalização e Controle,1,C12(28.4%),12,0.0,0.284,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,2
9.292889,4.804575,Risco de custos adicionais devido a retrabalho,"A gente ainda não sabe, mas talvez vai ter diferença de custos, elas (projetistas) vão querer cobrar por terem feito esse retrabalho.",C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,2
11.445067,8.097422,Sobrecarga cotidiana impede participação em reuniões,A loucura do dia a dia que a gente acaba não conseguindo participar tanto (das reuniões de sexta-feira).,C8 - Evolução e Controle de Versões,1,C8(22.2%),8,0.0,0.222,c815be4b-6478-408a-8aed-c1c2cb6c55c3,4,2
11.381353,6.514571,Atualizações sistema limite tempo prazo impacto trabalho,"Se é lançada (nova versão) no fim do mês, nos quebra, porque a gente tem que rever tudo. Então não sei se teria alguma coisa para limitar as postagens, sei lá, as atualizações vão ser feitas até dia 15 de cada mês para que vocês tenham tempo de cumprir.",C3 - Fluxo Operacional de Medições,1,C3(100.0%),3,1.0,1.0,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,3
11.5361805,4.3541107,Terceirização da parte civil para otimização de processos,"A parte civil (da usina elevatória) também poderia estar dentro da QTK. Por quê? Porque a gente contrataria uma empresa só para executar a rede e essa parte civil e isso agilizaria todo o processo, que depois a gente só precisaria contratar uma empresa para fazer a montagem eletromecânica.",C1 - Desafios Operacionais do QTK,2,C1(19.4%); C0(15.3%),1,0.19354565453329275,0.19354565453329275,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,1
11.78166,4.5871086,Tubulação de recalque QTK ventosas caixas descarga dispositivos,"A tubulação de recalque (da elevatória) ela poderia estar dentro da QTK, porque ela nada mais é do que um tubo enterrado, só que ela precisa de ventosas e caixas de descarga, que são alguns dispositivos que talvez tenham que ser pensados como colocar isso para dentro.",C1 - Desafios Operacionais do QTK,1,C1(31.1%),1,0.3107907147390886,0.3107907147390886,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,0
9.363645,4.415672,Custos elevados por subcontratação de serviços de elevatórias,"Acaba sendo um gasto maior a gente contratar uma empresa só para fazer as elevatórias, porque tem gastos que a gente não consegue diluir, como por exemplo, a empresa vai ter que ter uma mobilização, uma desmobilização, talvez vai ter que ter um canteirinho de obras.",C10 - Imprevisibilidade e Custos,2,C10(41.9%); C11(23.7%),10,0.4185034753858539,0.4185034753858539,c815be4b-6478-408a-8aed-c1c2cb6c55c3,2,1
12.205531,7.832155,Falha na gestão de atualização de versões comunicação WhatsApp e-mail regionais,"Quando começa uma versão não tem uma gestão de atualização de versões. A QTK simplesmente surge por WhatsApp agora, tem uma versão nova, tá aqui, ó. Ou vem por e-mail. Só que assim, sinto que a gente não sei se nos avisaram por último. Sei que as regionais já sabiam da versão 16.",C8 - Evolução e Controle de Versões,2,C8(22.2%); C4(21.0%),8,0.2218243405500813,0.2218243405500813,43f2b303-d3a0-4467-abb1-599cd8eaae0f,2,3
12.140082,4.8329015,Demora na atualização de documentos QTK impacto cascata,"A questão do QTK até não é de difícil preenchimento. O problema é que quando a gente mexe na QTK, a gente mexe em mais 10 documentos, 8 documentos que vão precisar ser alterados, seja por quantitativo, seja por valor. Então tu acaba tendo aí um trabalho de mais ou menos uns dois dias para atualização de cada uma dessas QTKs.",C1 - Desafios Operacionais do QTK,1,C1(100.0%),1,1.0,1.0,43f2b303-d3a0-4467-abb1-599cd8eaae0f,2,2
12.254345,4.918183,Falta de repositório de documentos,Hoje não existe um local onde eu posso encontrar a última versão QTK.,C1 - Desafios Operacionais do QTK,1,C1(100.0%),1,1.0,1.0,43f2b303-d3a0-4467-abb1-599cd8eaae0f,3,2
11.907998,5.181716,Processo Centralização Validação QTK Projetistas Liderados Orçamento Planilha,"O setor de projetos precisa centralizar um pouco mais antes do lançamento de uma nova QTK para fazer uma revisão. A gente tem cinco projetistas, então além dos nossos oito liderados que fazem uma verificação dentro da QTK, a gente ainda tem cinco projetistas, cada projetista tem um time de orçamento. São ótimos validadores para essa planilha.",C1 - Desafios Operacionais do QTK,1,C1(53.7%),1,0.5374120114109152,0.5374120114109152,43f2b303-d3a0-4467-abb1-599cd8eaae0f,2,-2
12.106098,5.134101,Falha na integração entre projetos e obras durante implantação QTK,"Foi um erro na hora da implantação do QTK que não se fez uma integração com o setor de projetos na totalidade, se procurou muito mais o setor de obras para implantar e para fazer acontecer, mas se deixou muito a parte.",C1 - Desafios Operacionais do QTK,1,C1(89.9%),1,0.8989375639996019,0.8989375639996019,43f2b303-d3a0-4467-abb1-599cd8eaae0f,3,2
12.080042,5.128026,Falta plano de ação para treinamento QTK para novos projetistas,"Hoje a gente não tem um plano de ação para introduzir a QTK para as novas projetistas (que vão entrar). Se o cara não bota a mão na QTK, ele não vê o problema nela, ele não vê a dificuldade do preenchimento.",C1 - Desafios Operacionais do QTK,1,C1(100.0%),1,1.0,1.0,43f2b303-d3a0-4467-abb1-599cd8eaae0f,3,2
9.338276,5.930348,Erros recorrentes devido a rotatividade da equipe,"Os erros são repetidos. Inclusive as nossas projetistas às vezes cometem o mesmo erro porque muda também o time de orçamentistas. A gente olha sempre, ah errou. Ah não, mas na verdade a menina que fazia o orçamento ela saiu agora da empresa, então agora é outra pessoa fazendo mesmo erro.",C12 - Desafios da Fiscalização e Controle,1,C12(100.0%),12,1.0,1.0,43f2b303-d3a0-4467-abb1-599cd8eaae0f,2,2
11.473407,6.993466,Importação de arquivos em planilha M129 da Corsan,"Antigamente na Corsan existia uma planilha que se chamava M129 que tinha uma ferramenta que era 'importar arquivo de versão anterior'. Tu pegava uma V15 da QTK, importava para uma M129 versão anterior e ele atualizava.",C8 - Evolução e Controle de Versões,1,C8(100.0%),8,1.0,1.0,43f2b303-d3a0-4467-abb1-599cd8eaae0f,2,0
8.145044,9.239578,Sobrecarga de trabalho centralizada no Rafael,"Hoje é tudo no Rafael, hoje sobra tudo para ele.",C6 - Multiplicadores como Agentes de Mudança,1,C6(29.8%),6,0.0,0.298,43f2b303-d3a0-4467-abb1-599cd8eaae0f,4,2
11.491292,7.1887035,Falta de planejamento na atualização de versões da planilha,"A questão das datas também, por exemplo, a versão 15 ela vai ser válida até dia 30 do 10, a partir do dia primeiro todas as versões devem ser atualizadas. Hoje parece assim: 'Ah não, é uma correria, saiu a versão 16, pega todos os projetos que ainda não estão contratados e bota na V16'. É uma correria, parece que não tem um plano de ação.",C8 - Evolução e Controle de Versões,1,C8(100.0%),8,1.0,1.0,43f2b303-d3a0-4467-abb1-599cd8eaae0f,2,3
9.523378,6.5400877,Indefinição de responsabilidades na tomada de decisão durante execução,"Tem algumas tomadas de decisão que ainda não ficou bem definido quem que vai afirmar, quem que vai dar a última palavra. Quando a gente começa a executar, às vezes tem situações específicas que a gente tem que alterar.",C13 - Responsabilidades e Papéis Organizacionais,1,C13(100.0%),13,1.0,1.0,d9d29c96-8ec8-4bc4-90bd-5fe75514acac,3,1
8.527514,6.4965215,Divergência na tomada de decisão entre regionais,"Conversando com outras regionais, acaba que às vezes cada regional tá tomando uma decisão diferente. Então, acaba sendo ruim até para as próprias empresas, porque às vezes vão trabalhar numa região, tem uma tomada de decisão, em outra região tem outra.",C12 - Desafios da Fiscalização e Controle,2,C12(19.0%); C13(15.5%),12,0.0,0.19,d9d29c96-8ec8-4bc4-90bd-5fe75514acac,3,2
9.246167,3.9205046,Decisão de descontos em notas fiscais com volume alto e medição,"A gente tem o problema que geralmente no primeiro mês a gente tem um grande volume de notas fiscais e a medição às vezes não chega nem ao valor que a gente vai descontar. E aí, qual que é a decisão? Quantos por cento a gente pode descontar?",C11 - Gestão de DMTs e Reequilíbrios,1,C11(100.0%),11,1.0,1.0,d9d29c96-8ec8-4bc4-90bd-5fe75514acac,1,2
9.069245,4.389001,Distâncias Médias de Transporte DMT fixas em contrato divergem da realidade da obra,"Questão das distâncias médias de transporte, que é os DMT. Isso também é algo que no contrato é fixo, um orçamento que é feito prévio. E que às vezes quando começa a obra a empresa não encontra naquele local",C11 - Gestão de DMTs e Reequilíbrios,1,C11(100.0%),11,1.0,1.0,d9d29c96-8ec8-4bc4-90bd-5fe75514acac,3,1
9.305848,5.150392,Imprevisibilidade no Levantamento de Dados,"Por mais que tu faça um bom levantamento, pode ter esses pontos que vão ficar fora ali da curva",C10 - Imprevisibilidade e Custos,1,C10(100.0%),10,1.0,1.0,d9d29c96-8ec8-4bc4-90bd-5fe75514acac,4,1
7.5540547,6.868328,Suporte proativo no ensino aos parceiros,"Nosso suporte com a empresa, acredito que a gente tá atendendo. Tem mais uma busca nossa de querer ensinar eles do que eles querem aprender com nós",C7 - Capacitação e Disseminação do Modelo,1,C7(43.6%),7,0.43598623406981163,0.43598623406981163,d9d29c96-8ec8-4bc4-90bd-5fe75514acac,3,-1
